,date,融資維持率
2176,2015-10-14,165.81
2177,2015-10-15,166.23
2178,2015-10-16,166.54
2179,2015-10-19,166.49
2180,2015-10-20,167.33
2181,2015-10-21,166.54
2182,2015-10-22,167.3
2183,2015-10-23,167.42
2184,2015-10-26,169.65
2185,2015-10-27,168.96
2186,2015-10-28,168.52
2187,2015-10-29,166.33
2188,2015-10-30,166.02
2189,2015-11-02,167.57
2190,2015-11-03,168.77
2191,2015-11-04,170.48
2192,2015-11-05,171.7
2193,2015-11-06,169.4
2194,2015-11-09,166.67
2195,2015-11-10,166.17
2196,2015-11-11,162.33
2197,2015-11-12,162.42
2198,2015-11-13,161.15
2199,2015-11-16,160.72
2200,2015-11-17,163.34
2201,2015-11-18,163.01
2202,2015-11-19,164.87
2203,2015-11-20,165.3
2204,2015-11-23,165.42
2205,2015-11-24,162.73
2206,2015-11-25,162.51
2207,2015-11-26,164.46
2208,2015-11-27,163.31
2209,2015-11-30,161.74
2210,2015-12-01,164.9
2211,2015-12-02,165.01
2212,2015-12-03,165.18
2213,2015-12-04,165.09
2214,2015-12-07,165.78
2215,2015-12-08,163.38
2216,2015-12-09,159.62
2217,2015-12-10,159.96
2218,2015-12-11,156.1
2219,2015-12-14,154.86
2220,2015-12-15,157.48
2221,2015-12-16,159.17
2222,2015-12-17,162.18
2223,2015-12-18,161.93
2224,2015-12-21,163.36
2225,2015-12-22,162.75
2226,2015-12-23,162.35
2227,2015-12-24,161.08
2228,2015-12-25,162.59
2229,2015-12-28,162.08
2230,2015-12-29,161.2
2231,2015-12-30,161.04
2232,2015-12-31,161.96
2233,2016-01-04,158.59
2234,2016-01-05,157.82
2235,2016-01-06,155.81
2236,2016-01-07,151.85
2237,2016-01-08,155.59
2238,2016-01-11,152.7
2239,2016-01-12,149.84
2240,2016-01-13,151.84
2241,2016-01-14,149.98
2242,2016-01-15,149.89
2243,2016-01-18,154.43
2244,2016-01-19,156.62
2245,2016-01-20,152.32
2246,2016-01-21,152.35
2247,2016-01-22,153.62
2248,2016-01-25,156.41
2249,2016-01-26,155.82
2250,2016-01-27,155.51
2251,2016-01-28,156.81
2252,2016-01-29,159.48
2253,2016-01-30,161.75
2254,2016-02-01,160.51
2255,2016-02-02,160.41
2256,2016-02-03,158.59
2257,2016-02-15,159.43
2258,2016-02-16,162.31
2259,2016-02-17,162.42
2260,2016-02-18,164.26
2261,2016-02-19,164.75
2262,2016-02-22,165.43
2263,2016-02-23,166.25
2264,2016-02-24,164.77
2265,2016-02-25,165.08
2266,2016-02-26,166.08
2267,2016-03-01,167.76
2268,2016-03-02,168.71
2269,2016-03-03,168.45
2270,2016-03-04,169.8
2271,2016-03-07,169.74
2272,2016-03-08,170.01
2273,2016-03-09,169.69
2274,2016-03-10,169.94
2275,2016-03-11,170.68
2276,2016-03-14,172.64
2277,2016-03-15,167.78
2278,2016-03-16,170.28
2279,2016-03-17,168.65
2280,2016-03-18,170.19
2281,2016-03-21,171.22
2282,2016-03-22,170.12
2283,2016-03-23,169.01
2284,2016-03-24,168.12
2285,2016-03-25,167.7
2286,2016-03-28,166.4
2287,2016-03-29,163.77
2288,2016-03-30,162.52
2289,2016-03-31,166.56
2290,2016-04-01,166.06
2291,2016-04-06,165.54
2292,2016-04-07,164.62
2293,2016-04-08,165.29
2294,2016-04-11,164.93
2295,2016-04-12,161.94
2296,2016-04-13,164.41
2297,2016-04-14,164.72
2298,2016-04-15,164.79
2299,2016-04-18,164.33
2300,2016-04-19,164.11
2301,2016-04-20,162.06
2302,2016-04-21,162.79
2303,2016-04-22,160.91
2304,2016-04-25,160.85
2305,2016-04-26,161.85
2306,2016-04-27,161.23
2307,2016-04-28,159.99
2308,2016-04-29,158.35
2309,2016-05-03,157.4
2310,2016-05-04,155.9
2311,2016-05-05,156.48
2312,2016-05-06,155.49
2313,2016-05-09,153.55
2314,2016-05-10,154.84
2315,2016-05-11,153.82
2316,2016-05-12,151.43
2317,2016-05-13,149.53
2318,2016-05-16,152.77
2319,2016-05-17,155.12
2320,2016-05-18,155.22
2321,2016-05-19,154.3
2322,2016-05-20,155.2
2323,2016-05-23,159.45
2324,2016-05-24,159.2
2325,2016-05-25,160.55
2326,2016-05-26,160.63
2327,2016-05-27,162.17
2328,2016-05-30,163.64
2329,2016-05-31,164.1
2330,2016-06-01,164.97
2331,2016-06-02,162.88
2332,2016-06-03,163.12
2333,2016-06-04,163.79
2334,2016-06-06,163.13
2335,2016-06-07,163.82
2336,2016-06-08,163.81
2337,2016-06-13,160.88
2338,2016-06-14,161.99
2339,2016-06-15,162.33
2340,2016-06-16,160.95
2341,2016-06-17,161.96
2342,2016-06-20,163.19
2343,2016-06-21,163.98
2344,2016-06-22,164.33
2345,2016-06-23,163.6
2346,2016-06-24,159.15
2347,2016-06-27,160.79
2348,2016-06-28,162.3
2349,2016-06-29,163.42
2350,2016-06-30,164.46
2351,2016-07-01,164.72
2352,2016-07-04,165.8
2353,2016-07-05,165.71
2354,2016-07-06,163.56
2355,2016-07-07,163.92
2356,2016-07-11,164.6
2357,2016-07-12,164.92
2358,2016-07-13,165.69
2359,2016-07-14,166.08
2360,2016-07-15,167.14
2361,2016-07-18,168.08
2362,2016-07-19,168.03
2363,2016-07-20,167.11
2364,2016-07-21,168.12
2365,2016-07-22,167.83
2366,2016-07-25,166.67
2367,2016-07-26,167.32
2368,2016-07-27,166.93
2369,2016-07-28,166.17
2370,2016-07-29,165.85
2371,2016-08-01,166.63
2372,2016-08-02,167.19
2373,2016-08-03,166.82
2374,2016-08-04,166.83
2375,2016-08-05,167.25
2376,2016-08-08,167.45
2377,2016-08-09,165.62
2378,2016-08-10,165.57
2379,2016-08-11,164.53
2380,2016-08-12,164.35
2381,2016-08-15,165.23
2382,2016-08-16,165.36
2383,2016-08-17,164.64
2384,2016-08-18,165.45
2385,2016-08-19,164.43
2386,2016-08-22,163.39
2387,2016-08-23,164.3
2388,2016-08-24,163.99
2389,2016-08-25,165.06
2390,2016-08-26,165.03
2391,2016-08-29,164.95
2392,2016-08-30,165.55
2393,2016-08-31,165.25
2394,2016-09-01,164.42
2395,2016-09-02,161.87
2396,2016-09-05,163.57
2397,2016-09-06,164.83
2398,2016-09-07,165.53
2399,2016-09-08,166.05
2400,2016-09-09,165.52
2401,2016-09-10,163.1
2402,2016-09-12,162.04
2403,2016-09-13,160.99
2404,2016-09-14,160.87
2405,2016-09-19,163.54
2406,2016-09-20,163.54
2407,2016-09-21,164.71
2408,2016-09-22,164.75
2409,2016-09-23,165.65
2410,2016-09-26,163.77
2411,2016-09-29,164.36
2412,2016-09-30,163.8
2413,2016-10-03,164.54
2414,2016-10-04,165.17
2415,2016-10-05,164.72
2416,2016-10-06,164.95
2417,2016-10-07,163.87
2418,2016-10-11,161.08
2419,2016-10-12,161.01
2420,2016-10-13,160.69
2421,2016-10-14,158.57
2422,2016-10-17,159.52
2423,2016-10-18,160.13
2424,2016-10-19,160.89
2425,2016-10-20,161.37
2426,2016-10-21,161.92
2427,2016-10-24,162.26
2428,2016-10-25,162.48
2429,2016-10-26,162.67
2430,2016-10-27,162.3
2431,2016-10-28,161.35
2432,2016-10-31,161.13
2433,2016-11-01,160.95
2434,2016-11-02,157.79
2435,2016-11-03,156.47
2436,2016-11-04,156.65
2437,2016-11-07,158.08
2438,2016-11-08,157.96
2439,2016-11-09,152.5
2440,2016-11-10,157.73
2441,2016-11-11,155.36
2442,2016-11-14,155.61
2443,2016-11-15,155.58
2444,2016-11-16,156.57
2445,2016-11-17,156.83
2446,2016-11-18,158.52
2447,2016-11-21,159.34
2448,2016-11-22,160.48
2449,2016-11-23,160.65
2450,2016-11-24,160.62
2451,2016-11-25,160.98
2452,2016-11-28,161.81
2453,2016-11-29,162.27
2454,2016-11-30,162.26
2455,2016-12-01,162.85
2456,2016-12-02,162.12
2457,2016-12-05,162.15
2458,2016-12-06,163.01
2459,2016-12-07,163.67
2460,2016-12-08,164.38
2461,2016-12-09,164.92
2462,2016-12-12,163.81
2463,2016-12-13,164.25
2464,2016-12-14,164.51
2465,2016-12-15,164.69
2466,2016-12-16,164.68
2467,2016-12-19,163.03
2468,2016-12-20,163.47
2469,2016-12-21,163.55
2470,2016-12-22,162.35
2471,2016-12-23,161.88
2472,2016-12-26,162.11
2473,2016-12-27,161.54
2474,2016-12-28,163.23
2475,2016-12-29,163.19
2476,2016-12-30,164.1
2477,2017-01-03,164.72
2478,2017-01-04,165.44
2479,2017-01-05,166.37
2480,2017-01-06,166.71
2481,2017-01-09,165.36
2482,2017-01-10,165.59
2483,2017-01-11,165.31
2484,2017-01-12,165.72
2485,2017-01-13,165.5
2486,2017-01-16,164.58
2487,2017-01-17,165.62
2488,2017-01-18,166.62
2489,2017-01-19,166.45
2490,2017-01-20,166.46
2491,2017-01-23,167.44
2492,2017-01-24,167.52
2493,2017-02-02,169.37
2494,2017-02-03,170.39
2495,2017-02-06,171.43
2496,2017-02-07,170.91
2497,2017-02-08,171.66
2498,2017-02-09,172.87
2499,2017-02-10,171.89
2500,2017-02-13,172.2
2501,2017-02-14,171.31
2502,2017-02-15,172.53
2503,2017-02-16,172.05
2504,2017-02-17,172.69
2505,2017-02-18,173.79
2506,2017-02-20,171.85
2507,2017-02-21,171.89
2508,2017-02-22,172.73
2509,2017-02-23,172.05
2510,2017-02-24,172.07
2511,2017-03-01,170.66
2512,2017-03-02,170.62
2513,2017-03-03,169.84
2514,2017-03-06,170.71
2515,2017-03-07,171.22
2516,2017-03-08,171.2
2517,2017-03-09,169.88
2518,2017-03-10,169.05
2519,2017-03-13,169.96
2520,2017-03-14,170.84
2521,2017-03-15,170.7
2522,2017-03-16,171.2
2523,2017-03-17,172.62
2524,2017-03-20,172.66
2525,2017-03-21,172.3
2526,2017-03-22,172.33
2527,2017-03-23,172.37
2528,2017-03-24,171.69
2529,2017-03-27,169.65
2530,2017-03-28,168.27
2531,2017-03-29,169.48
2532,2017-03-30,170.09
2533,2017-03-31,169.81
2534,2017-04-05,170.67
2535,2017-04-06,170.13
2536,2017-04-07,170.42
2537,2017-04-10,170.34
2538,2017-04-11,167.6
2539,2017-04-12,167.51
2540,2017-04-13,167.06
2541,2017-04-14,163.86
2542,2017-04-17,163.56
2543,2017-04-18,165.71
2544,2017-04-19,164.58
2545,2017-04-20,163.66
2546,2017-04-21,164.9
2547,2017-04-24,163.85
2548,2017-04-25,165.82
2549,2017-04-26,167.28
2550,2017-04-27,167.51
2551,2017-04-28,167.26
2552,2017-05-02,167.75
2553,2017-05-03,166.77
2554,2017-05-04,167.56
2555,2017-05-05,165.99
2556,2017-05-08,164.83
2557,2017-05-09,163.08
2558,2017-05-10,165.5
2559,2017-05-11,164.99
2560,2017-05-12,165.16
2561,2017-05-15,166.47
2562,2017-05-16,165.6
2563,2017-05-17,165.7
2564,2017-05-18,165.98
2565,2017-05-19,166.27
2566,2017-05-22,166.74
2567,2017-05-23,167.06
2568,2017-05-24,167.88
2569,2017-05-25,168.59
2570,2017-05-26,167.93
2571,2017-05-31,167.1
2572,2017-06-01,168.18
2573,2017-06-02,169.35
2574,2017-06-03,170.04
2575,2017-06-05,171.21
2576,2017-06-06,171.27
2577,2017-06-07,170.81
2578,2017-06-08,171.05
2579,2017-06-09,170.48
2580,2017-06-12,169.84
2581,2017-06-13,169.32
2582,2017-06-14,166.77
2583,2017-06-15,167.16
2584,2017-06-16,168.53
2585,2017-06-19,169.63
2586,2017-06-20,169.34
2587,2017-06-21,170.44
2588,2017-06-22,171.2
2589,2017-06-23,170.6
2590,2017-06-26,171.77
2591,2017-06-27,171.57
2592,2017-06-28,170.64
2593,2017-06-29,169.96
2594,2017-06-30,170.02
2595,2017-07-03,169.63
2596,2017-07-04,168.95
2597,2017-07-05,169.32
2598,2017-07-06,169.72
2599,2017-07-07,168.46
2600,2017-07-10,167.81
2601,2017-07-11,168.27
2602,2017-07-12,169.66
2603,2017-07-13,169.51
2604,2017-07-14,170.31
2605,2017-07-17,170.38
2606,2017-07-18,171.27
2607,2017-07-19,171.36
2608,2017-07-20,171.15
2609,2017-07-21,170.63
2610,2017-07-24,170.66
2611,2017-07-25,171.8
2612,2017-07-26,171.41
2613,2017-07-27,172.06
2614,2017-07-28,170.67
2615,2017-07-31,171.1
2616,2017-08-01,171.74
2617,2017-08-02,172.27
2618,2017-08-03,171.46
2619,2017-08-04,172.3
2620,2017-08-07,173.85
2621,2017-08-08,171.69
2622,2017-08-09,169.99
2623,2017-08-10,165.81
2624,2017-08-11,166.9
2625,2017-08-14,162.86
2626,2017-08-15,165.07
2627,2017-08-16,166.29
2628,2017-08-17,168.71
2629,2017-08-18,168.37
2630,2017-08-21,169.23
2631,2017-08-22,170.18
2632,2017-08-23,170.95
2633,2017-08-24,172.0
2634,2017-08-25,172.28
2635,2017-08-28,173.52
2636,2017-08-29,172.76
2637,2017-08-30,173.32
2638,2017-08-31,173.64
2639,2017-09-01,174.91
2640,2017-09-04,173.9
2641,2017-09-05,175.96
2642,2017-09-06,175.02
2643,2017-09-07,172.43
2644,2017-09-08,174.94
2645,2017-09-11,173.74
2646,2017-09-12,173.08
2647,2017-09-13,171.87
2648,2017-09-14,172.95
2649,2017-09-15,172.75
2650,2017-09-18,173.06
2651,2017-09-19,171.73
2652,2017-09-20,170.8
2653,2017-09-21,171.62
2654,2017-09-22,170.01
2655,2017-09-25,166.77
2656,2017-09-26,164.39
2657,2017-09-27,167.04
2658,2017-09-28,167.33
2659,2017-09-29,166.48
2660,2017-09-30,168.3
2661,2017-10-02,170.58
2662,2017-10-03,170.76
2663,2017-10-05,172.2
2664,2017-10-06,171.81
2665,2017-10-11,170.61
2666,2017-10-12,171.9
2667,2017-10-13,172.24
2668,2017-10-16,172.13
2669,2017-10-17,170.97
2670,2017-10-18,170.25
2671,2017-10-19,171.69
2672,2017-10-20,171.45
2673,2017-10-23,171.57
2674,2017-10-24,172.62
2675,2017-10-25,171.71
2676,2017-10-26,172.34
2677,2017-10-27,168.8
2678,2017-10-30,169.04
2679,2017-10-31,170.83
2680,2017-11-01,171.41
2681,2017-11-02,170.75
2682,2017-11-03,170.47
2683,2017-11-06,170.66
2684,2017-11-07,170.58
2685,2017-11-08,171.07
2686,2017-11-09,167.92
2687,2017-11-10,168.78
2688,2017-11-13,166.63
2689,2017-11-14,166.82
2690,2017-11-15,167.05
2691,2017-11-16,167.19
2692,2017-11-17,168.48
2693,2017-11-20,168.25
2694,2017-11-21,170.35
2695,2017-11-22,170.33
2696,2017-11-23,171.09
2697,2017-11-24,171.32
2698,2017-11-27,170.48
2699,2017-11-28,170.19
2700,2017-11-29,170.58
2701,2017-11-30,169.23
2702,2017-12-01,167.14
2703,2017-12-04,167.37
2704,2017-12-05,165.06
2705,2017-12-06,162.11
2706,2017-12-07,160.66
2707,2017-12-08,162.91
2708,2017-12-11,165.98
2709,2017-12-12,164.56
2710,2017-12-13,165.31
2711,2017-12-14,165.38
2712,2017-12-15,164.91
2713,2017-12-18,164.97
2714,2017-12-19,164.43
2715,2017-12-20,166.13
2716,2017-12-21,166.13
2717,2017-12-22,166.18
2718,2017-12-25,165.92
2719,2017-12-26,163.13
2720,2017-12-27,164.24
2721,2017-12-28,166.25
2722,2017-12-29,166.6
2723,2018-01-02,168.27
2724,2018-01-03,169.06
2725,2018-01-04,171.01
2726,2018-01-05,171.26
2727,2018-01-08,170.01
2728,2018-01-09,168.89
2729,2018-01-10,167.17
2730,2018-01-11,167.62
2731,2018-01-12,169.27
2732,2018-01-15,170.29
2733,2018-01-16,171.28
2734,2018-01-17,171.03
2735,2018-01-18,170.46
2736,2018-01-19,170.52
2737,2018-01-22,171.76
2738,2018-01-23,170.64
2739,2018-01-24,171.38
2740,2018-01-25,169.52
2741,2018-01-26,169.91
2742,2018-01-29,170.87
2743,2018-01-30,168.72
2744,2018-01-31,169.21
2745,2018-02-01,169.16
2746,2018-02-02,168.54
2747,2018-02-05,166.06
2748,2018-02-06,156.36
2749,2018-02-07,159.23
2750,2018-02-08,157.57
2751,2018-02-09,155.72
2752,2018-02-12,156.52
2753,2018-02-21,162.78
2754,2018-02-22,163.64
2755,2018-02-23,165.15
2756,2018-02-26,165.55
2757,2018-02-27,165.44
2758,2018-03-01,165.91
2759,2018-03-02,164.88
2760,2018-03-05,163.25
2761,2018-03-06,164.6
2762,2018-03-07,163.85
2763,2018-03-08,165.56
2764,2018-03-09,166.03
2765,2018-03-12,166.87
2766,2018-03-13,168.18
2767,2018-03-14,167.65
2768,2018-03-15,168.48
2769,2018-03-16,167.93
2770,2018-03-19,168.09
2771,2018-03-20,167.61
2772,2018-03-21,168.44
2773,2018-03-22,166.24
2774,2018-03-23,163.36
2775,2018-03-26,164.29
2776,2018-03-27,166.21
2777,2018-03-28,164.48
2778,2018-03-29,164.69
2779,2018-03-30,164.88
2780,2018-03-31,165.96
2781,2018-04-02,165.41
2782,2018-04-03,164.93
2783,2018-04-09,165.29
2784,2018-04-10,164.7
2785,2018-04-11,165.55
2786,2018-04-12,165.81
2787,2018-04-13,166.31
2788,2018-04-16,166.01
2789,2018-04-17,162.78
2790,2018-04-18,163.38
2791,2018-04-19,164.7
2792,2018-04-20,163.18
2793,2018-04-23,161.58
2794,2018-04-24,157.21
2795,2018-04-25,158.92
2796,2018-04-26,155.59
2797,2018-04-27,155.87
2798,2018-04-30,159.65
2799,2018-05-02,159.65
2800,2018-05-03,158.49
2801,2018-05-04,158.61
2802,2018-05-07,160.47
2803,2018-05-08,161.06
2804,2018-05-09,161.42
2805,2018-05-10,163.25
2806,2018-05-11,162.93
2807,2018-05-14,165.08
2808,2018-05-15,164.31
2809,2018-05-16,164.09
2810,2018-05-17,163.26
2811,2018-05-18,163.45
2812,2018-05-21,166.24
2813,2018-05-22,162.76
2814,2018-05-23,164.86
2815,2018-05-24,166.41
2816,2018-05-25,167.05
2817,2018-05-28,168.95
2818,2018-05-29,168.18
2819,2018-05-30,167.52
2820,2018-05-31,167.03
2821,2018-06-01,168.45
2822,2018-06-04,170.92
2823,2018-06-05,170.16
2824,2018-06-06,172.78
2825,2018-06-07,173.26
2826,2018-06-08,171.78
2827,2018-06-11,172.76
2828,2018-06-12,172.76
2829,2018-06-13,171.52
2830,2018-06-14,170.47
2831,2018-06-15,171.31
2832,2018-06-19,167.75
2833,2018-06-20,164.11
2834,2018-06-21,166.82
2835,2018-06-22,164.38
2836,2018-06-25,163.54
2837,2018-06-26,163.72
2838,2018-06-27,163.16
2839,2018-06-28,162.34
2840,2018-06-29,164.31
2841,2018-07-02,164.55
2842,2018-07-03,161.7
2843,2018-07-04,161.57
2844,2018-07-05,158.49
2845,2018-07-06,159.81
2846,2018-07-09,159.93
2847,2018-07-10,162.05
2848,2018-07-11,160.58
2849,2018-07-12,163.15
2850,2018-07-13,164.85
2851,2018-07-16,164.11
2852,2018-07-17,162.83
2853,2018-07-18,162.11
2854,2018-07-19,162.47
2855,2018-07-20,161.05
2856,2018-07-23,160.16
2857,2018-07-24,162.4
2858,2018-07-25,162.97
2859,2018-07-26,163.55
2860,2018-07-27,164.82
2861,2018-07-30,161.75
2862,2018-07-31,162.23
2863,2018-08-01,163.11
2864,2018-08-02,159.74
2865,2018-08-03,161.26
2866,2018-08-06,161.65
2867,2018-08-07,161.99
2868,2018-08-08,161.36
2869,2018-08-09,160.89
2870,2018-08-10,158.97
2871,2018-08-13,153.84
2872,2018-08-14,156.09
2873,2018-08-15,153.75
2874,2018-08-16,154.76
2875,2018-08-17,153.78
2876,2018-08-20,153.41
2877,2018-08-21,155.77
2878,2018-08-22,155.42
2879,2018-08-23,154.82
2880,2018-08-24,154.43
2881,2018-08-27,157.69
2882,2018-08-28,158.22
2883,2018-08-29,159.37
2884,2018-08-30,158.91
2885,2018-08-31,159.52
2886,2018-09-03,155.84
2887,2018-09-04,157.19
2888,2018-09-05,156.6
2889,2018-09-06,155.25
2890,2018-09-07,151.92
2891,2018-09-10,148.26
2892,2018-09-11,150.33
2893,2018-09-12,148.98
2894,2018-09-13,149.44
2895,2018-09-14,153.45
2896,2018-09-17,153.3
2897,2018-09-18,151.15
2898,2018-09-19,152.23
2899,2018-09-20,151.01
2900,2018-09-21,153.62
2901,2018-09-25,154.74
2902,2018-09-26,154.94
2903,2018-09-27,154.02
2904,2018-09-28,154.28
2905,2018-10-01,155.52
2906,2018-10-02,154.14
2907,2018-10-03,152.97
2908,2018-10-04,151.79
2909,2018-10-05,147.9
2910,2018-10-08,147.94
2911,2018-10-09,147.01
2912,2018-10-11,140.05
2913,2018-10-12,144.77
2914,2018-10-15,145.34
2915,2018-10-16,146.66
2916,2018-10-17,147.24
2917,2018-10-18,146.32
2918,2018-10-19,146.31
2919,2018-10-22,148.35
2920,2018-10-23,144.3
2921,2018-10-24,144.23
2922,2018-10-25,140.36
2923,2018-10-26,139.83
2924,2018-10-29,139.9
2925,2018-10-30,139.81
2926,2018-10-31,144.66
2927,2018-11-01,148.02
2928,2018-11-02,149.77
2929,2018-11-05,149.32
2930,2018-11-06,146.63
2931,2018-11-07,150.4
2932,2018-11-08,150.06
2933,2018-11-09,149.89
2934,2018-11-12,149.13
2935,2018-11-13,149.44
2936,2018-11-14,149.84
2937,2018-11-15,150.97
2938,2018-11-16,151.44
2939,2018-11-19,153.18
2940,2018-11-20,152.28
2941,2018-11-21,153.63
2942,2018-11-22,151.82
2943,2018-11-23,149.88
2944,2018-11-26,152.74
2945,2018-11-27,154.29
2946,2018-11-28,156.56
2947,2018-11-29,157.28
2948,2018-11-30,158.08
2949,2018-12-03,163.92
2950,2018-12-04,162.34
2951,2018-12-05,159.75
2952,2018-12-06,154.03
2953,2018-12-07,155.65
2954,2018-12-10,153.26
2955,2018-12-11,154.37
2956,2018-12-12,157.72
2957,2018-12-13,157.75
2958,2018-12-14,156.34
2959,2018-12-17,156.29
2960,2018-12-18,154.45
2961,2018-12-19,154.17
2962,2018-12-20,151.44
2963,2018-12-21,151.88
2964,2018-12-22,151.27
2965,2018-12-24,152.46
2966,2018-12-25,151.01
2967,2018-12-26,149.42
2968,2018-12-27,151.9
2969,2018-12-28,152.29
2970,2019-01-02,151.27
2971,2019-01-03,149.87
2972,2019-01-04,148.84
2973,2019-01-07,152.04
2974,2019-01-08,152.86
2975,2019-01-09,154.43
2976,2019-01-10,154.78
2977,2019-01-11,154.58
2978,2019-01-14,154.09
2979,2019-01-15,155.92
2980,2019-01-16,156.63
2981,2019-01-17,155.93
2982,2019-01-18,157.41
2983,2019-01-21,157.64
2984,2019-01-22,156.38
2985,2019-01-23,157.1
2986,2019-01-24,157.86
2987,2019-01-25,159.12
2988,2019-01-28,159.96
